l2_regularization,baseline_l2,N,seed,query_type,metric,value,baseline_value,paired_difference,paired_percent_change,paired_training_cloud,paired_query_cloud,source_csv
0.05,1e-06,1200,124,on_support,gradient_rmse,0.00020535016643845197,0.00020801433872769077,-2.6641722892387977e-06,-1.2807637711583122,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,on_support,gradient_linf,0.0019985017466923674,0.0020980936668113584,-9.959192011899098e-05,-4.746781408970594,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,on_support,Q_relative_l1,0.023914978865878636,0.024455261077514365,-0.0005402822116357293,-2.209267813266149,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,on_support,Q_relative_l2,0.024277376808716927,0.024579956664812535,-0.00030257985609560833,-1.2310023985061247,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,on_support,Q_relative_linf,0.03381528453502786,0.03131177412631631,0.002503510408711551,7.995428169007675,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,on_support,Q_mae,1.956326966059765e-06,2.000523896604138e-06,-4.419693054437285e-08,-2.209267813266142,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,on_support,Q_rmse,3.4543348354270934e-06,3.4973877626706286e-06,-4.305292724353519e-08,-1.2310023985061265,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,on_support,Q_linf,3.115432151266234e-05,2.8847815172237956e-05,2.3065063404243834e-06,7.995428169007675,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,off_support,density_relative_l1,0.007541941515900407,0.007603475875259745,-6.153435935933767e-05,-0.8092924916031982,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,off_support,density_relative_l2,0.008044298315038407,0.008275860694046932,-0.00023156237900852535,-2.7980458778758193,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,off_support,density_relative_linf,0.012629610704085565,0.013012861741006129,-0.0003832510369205632,-2.9451710511367577,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,off_support,density_mae,7.11387403644364e-05,7.17191581261927e-05,-5.804177617562979e-07,-0.8092924916031917,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,off_support,density_rmse,0.00011695765410632715,0.0001203243856181965,-3.366731511869343e-06,-2.7980458778758117,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,off_support,density_linf,0.0010055230471605983,0.0010360360819247783,-3.0513034764180057e-05,-2.945171051136756,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,off_support,gradient_relative_l1,0.011811621504119666,0.011933248155465634,-0.00012162665134596816,-1.0192250237439422,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,off_support,gradient_relative_l2,0.010853434912318742,0.011270237751139807,-0.00041680283882106553,-3.698261279172327,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,off_support,gradient_relative_linf,0.014753898552102252,0.02445873301068701,-0.009704834458584758,-39.67840220646067,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,off_support,gradient_mae,0.0001273421713298436,0.0001286534393778903,-1.3112680480466916e-06,-1.019225023743935,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,off_support,gradient_rmse,0.00022203868944424549,0.00023056560804984099,-8.5269186055955e-06,-3.6982612791723257,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,off_support,gradient_linf,0.0024748176058483518,0.004102705658293113,-0.0016278880524447609,-39.67840220646066,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,off_support,Q_relative_l1,0.02376190794650871,0.02434323511015269,-0.0005813271636439798,-2.388043992565019,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,off_support,Q_relative_l2,0.023722587304185375,0.023906782468792014,-0.00018419516460663893,-0.7704724165499387,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,off_support,Q_relative_linf,0.026456569938235155,0.026224735509822492,0.0002318344284126632,0.8840296151922273,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,off_support,Q_mae,2.1217036616632026e-06,2.1736104350798944e-06,-5.1906773416691704e-08,-2.388043992565015,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,off_support,Q_rmse,3.7656461007454097e-06,3.7948846401375603e-06,-2.9238539392150642e-08,-0.7704724165499476,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,124,off_support,Q_linf,2.5941909289574436e-05,2.571458474500489e-05,2.2732454456954624e-07,0.8840296151922286,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,on_support,density_relative_l1,0.004571641676496748,0.004540017248001642,3.162442849510578e-05,0.6965706685150976,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,on_support,density_relative_l2,0.005419906700543494,0.005377024806127608,4.288189441588666e-05,0.7975022612322498,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,on_support,density_relative_linf,0.00871958968052177,0.008819020351222735,-9.943067070096456e-05,-1.1274570954718202,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,on_support,density_mae,4.314006246633258e-05,4.2841640167018346e-05,2.9842229931423405e-07,0.6965706685151017,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,on_support,density_rmse,7.867237323646559e-05,7.804992333299493e-05,6.224499034706611e-07,0.797502261232236,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,on_support,density_linf,0.0006510190555100584,0.0006584427146156093,-7.423659105550845e-06,-1.1274570954718035,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,on_support,gradient_relative_l1,0.008060593243093678,0.007957935597352457,0.0001026576457412217,1.2900034749637217,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,on_support,gradient_relative_l2,0.007534976207524574,0.007457843030345916,7.713317717865723e-05,1.0342558413311036,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,on_support,gradient_relative_linf,0.011565343731081586,0.011725427589104357,-0.000160083858022771,-1.3652709618157213,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,on_support,gradient_mae,8.779210895909996e-05,8.667401120269474e-05,1.1180977564052234e-06,1.29000347496374,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,on_support,gradient_rmse,0.0001573678419212726,0.00015575691690985526,1.6109250114173504e-06,1.0342558413310643,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,on_support,gradient_linf,0.001930958257025767,0.0019576859751682784,-2.672771814251143e-05,-1.365270961815721,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,on_support,Q_relative_l1,0.01840562791825949,0.01782804547334713,0.0005775824449123605,3.2397406983050634,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,on_support,Q_relative_l2,0.01851022769970646,0.0178369172484192,0.0006733104512872609,3.774814010234494,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,on_support,Q_relative_linf,0.03187988023737184,0.030887812598185543,0.0009920676391862934,3.2118416803803416,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,on_support,Q_mae,1.6522890274275216e-06,1.6004389552429864e-06,5.185007218453526e-08,3.2397406983050554,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,on_support,Q_rmse,2.9101437694578304e-06,2.8042871454058455e-06,1.0585662405198485e-07,3.7748140102344956,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,on_support,Q_linf,3.1108530677104596e-05,3.014046660792998e-05,9.68064069174616e-07,3.211841680380348,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,off_support,density_relative_l1,0.005629439446640635,0.0055528177430759365,7.66217035646985e-05,1.3798706730513821,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,off_support,density_relative_l2,0.006288443585353139,0.006258443787984832,2.999979736830697e-05,0.47934915427221025,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,off_support,density_relative_linf,0.010983642589264313,0.010929952519442034,5.36900698222785e-05,0.49121960710053786,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,off_support,density_mae,5.466448215659569e-05,5.392044968462019e-05,7.440324719755055e-07,1.3798706730513917,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,off_support,density_rmse,9.661387642128376e-05,9.615296798245227e-05,4.609084388314895e-07,0.47934915427218466,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,off_support,density_linf,0.0008359523648310827,0.0008318660755630991,4.086289267983632e-06,0.4912196071005274,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,off_support,gradient_relative_l1,0.009101205964440924,0.008952983100609135,0.00014822286383178902,1.6555695701213193,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,off_support,gradient_relative_l2,0.00841444063337605,0.008314107059389952,0.00010033357398609756,1.206787130228024,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,off_support,gradient_relative_linf,0.0112376511767594,0.011640255171174568,-0.0004026039944151679,-3.458721381058375,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,off_support,gradient_mae,9.736045443219965e-05,9.577483540145931e-05,1.5856190307403427e-06,1.655569570121321,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,off_support,gradient_rmse,0.0001722461449561789,0.00017019228634789174,2.053858608287159e-06,1.2067871302280095,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,off_support,gradient_linf,0.00202417596005397,0.002096694791088899,-7.251883103492895e-05,-3.458721381058374,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,off_support,Q_relative_l1,0.02001603075292028,0.019513555747418025,0.0005024750055022537,2.5750048428192778,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,off_support,Q_relative_l2,0.02207449789002071,0.021245379881689445,0.000829118008331263,3.9025802925079587,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,off_support,Q_relative_linf,0.028674320946700128,0.0274661916897224,0.001208129256977726,4.398604912634455,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,off_support,Q_mae,1.7630102471606882e-06,1.7187522923954383e-06,4.4257954765249895e-08,2.575004842819278,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,off_support,Q_rmse,3.459891496351953e-06,3.3299379925037663e-06,1.2995350384818663e-07,3.9025802925079436,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,1200,125,off_support,Q_linf,2.8816553999888123e-05,2.760243206698321e-05,1.2141219329049136e-06,4.398604912634462,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,2400,123,on_support,density_relative_l1,0.007335374387224415,0.007283463135629235,5.1911251595180424e-05,0.7127275943944994,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,2400,123,on_support,density_relative_l2,0.007629056974996322,0.007560594741266241,6.846223373008133e-05,0.905513865945093,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,2400,123,on_support,density_relative_linf,0.009054397208372793,0.008790453644387186,0.00026394356398560734,3.002615958894665,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,2400,123,on_support,density_mae,6.952727389726233e-05,6.903524068702922e-05,4.92033210233115e-07,0.712727594394498,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,2400,123,on_support,density_rmse,0.00011256438300869038,0.00011155424386246556,1.0101391462248214e-06,0.9055138659450865,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,2400,123,on_support,density_linf,0.0007995377592641224,0.000776230537274116,2.3307221990006427e-05,3.0026159588946677,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,2400,123,on_support,gradient_relative_l1,0.012843136250179457,0.012863520540049498,-2.0384289870041192e-05,-0.15846587103877516,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,2400,123,on_support,gradient_relative_l2,0.011415046040187813,0.011384569489152205,3.0476551035607535e-05,0.2677005139689045,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,2400,123,on_support,gradient_relative_linf,0.011253132679515295,0.011228369683351686,2.4762996163609288e-05,0.22053955170647263,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,2400,123,on_support,gradient_mae,0.00013300938935292467,0.00013322049837607853,-2.111090231538557e-07,-0.15846587103877932,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,2400,123,on_support,gradient_rmse,0.00022502499184153747,0.0002244242070856984,6.007847558390752e-07,0.2677005139689143,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,2400,123,on_support,gradient_linf,0.0020880379228208,0.002083443106733151,4.594816087648973e-06,0.22053955170648587,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,2400,123,on_support,Q_relative_l1,0.026088102574647273,0.026417375843164847,-0.0003292732685175742,-1.2464268611402196,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,2400,123,on_support,Q_relative_l2,0.02441166265540108,0.024565508415851662,-0.00015384576045058065,-0.6262673576554469,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,2400,123,on_support,Q_relative_linf,0.031137463199744395,0.030534223668448886,0.0006032395312955095,1.9756177129167982,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.05,1e-06,2400,123,on_support,Q_mae,2.417502407947258e-06,2.448015126043034e-06,-3.0512718095775854e-08,-1.2464268611402145,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
